date,desc,amount,cat,debit,credit,Balance,Unnamed: 7,Unnamed: 8
15/6/19,Internet Deposit              15Jun10:38 From 0000447275967,500.0,Account Transfer (In),0.0,500.0,563.83,,
14/6/19,Visa Purchase                 12Jun Rent A Space Moore P Moore Par,-326.5,Expense - Storage,326.5,0.0,63.83,,
14/6/19,Visa Purchase                 12Jun Airsorted            Sydney,-115.0,Expense - Cleaners,115.0,0.0,390.33,,
14/6/19,Eftpos Purchase               14Jun17:53 Omafiets Dutch Bicycl Redfern      Nswau,-34.95,Expense - Travel,34.95,0.0,505.33,,
12/6/19,Internet Deposit              12Jun10:08 For Overdue Storage,500.0,Account Transfer (In),0.0,500.0,540.28,,
11/6/19,Visa Purchase                 09Jun Airsorted            Campsie,-115.01,Expense - Cleaners,115.01,0.0,40.28,,
11/6/19,Visa Purchase                 07Jun Transportfornsw Opal Chippenda,-50.0,Expense - Travel,50.0,0.0,155.29,,
11/6/19,Visa Purchase                 07Jun Glenmore Rooftop Hot The Rocks,-29.29,Personal - Alcohol,29.29,0.0,205.29,,
11/6/19,Visa Purchase                 07Jun Taxi4Ur Service Ptyl Croydon P,-22.89,Expense - Travel - Taxis,22.89,0.0,234.58,,
10/6/19,Visa Purchase                 07Jun Airsorted            Sydney,-124.73,Expense - Cleaners,124.73,0.0,257.47,,
10/6/19,Visa Purchase                 06Jun Walsh Bay Kitchen    Sydney,-26.0,Personal - Entertainment,26.0,0.0,382.2,,
10/6/19,Foreign Currency Conversn Fee,-0.64,Fees,0.64,0.0,408.2,,
10/6/19,Visa Purchase O/Seas          07Jun Usd14.95 Audible Us*M649S9Zj0,-21.47,Expense - Subscriptions & Software Licences,21.47,0.0,408.84,,
10/6/19,Eftpos Purchase               10Jun14:12 Powerhouse Museum     Ultimo       Nswau,-95.0,Personal - Family,95.0,0.0,430.31,,
10/6/19,Eftpos Purchase               09Jun17:30 Woolworths      1474  Redfern      Nswau,-130.41,Personal - Groceries,130.41,0.0,525.31,,
10/6/19,Eftpos Purchase               09Jun16:58 Gold Cross Pharmacy   Redfern      Nswau,-28.9,Personal - Health & Wellbeing,28.9,0.0,655.72,,
8/6/19,Visa Purchase                 07Jun Cafe Berlin          Balmain,-71.0,Personal - Jane,71.0,0.0,684.62,,
8/6/19,Internet Deposit              08Jun05:45 Tfr 4 Storage Payment,400.0,Account Transfer (In),0.0,400.0,755.62,,
7/6/19,Visa Purchase                 06Jun Twc @ Rpt            The Rocks,-57.0,Personal - Entertainment,57.0,0.0,355.62,,
7/6/19,Visa Purchase                 05Jun Palmer And Co        Sydney,-45.0,Personal - Entertainment,45.0,0.0,412.62,,
7/6/19,Eftpos Purchase               07Jun14:00 Woolworths      1188  Balmain      Nswau,-15.0,Personal - Groceries,15.0,0.0,457.62,,
7/6/19,Eftpos Purchase               07Jun13:58 Woolworths      1188  Balmain      Nswau,-82.09,Personal - Groceries,82.09,0.0,472.62,,
6/6/19,Visa Purchase                 04Jun Airsorted            Coogee,-115.01,Expense - Cleaners,115.01,0.0,554.71,,
5/6/19,Eftpos Purchase               05Jun20:10 Mca Cafe              The Rocks    Nswau,-46.0,Personal - Entertainment,46.0,0.0,669.72,,
5/6/19,Eftpos Purchase               05Jun17:51 Officeworks 0253      Sydney          Au,-8.0,Expense - Office Supplies,8.0,0.0,715.72,,
4/6/19,Visa Purchase                 02Jun Mickys Fruit&Veg Pl  Redfern,-29.86,Personal - Groceries,29.86,0.0,723.72,,
4/6/19,Visa Purchase                 01Jun Coppola Pizza        Refern,-24.0,Personal - Family,24.0,0.0,753.58,,
4/6/19,Visa Purchase                 02Jun Woolworths      1474 Redfern,-22.12,Personal - Groceries,22.12,0.0,777.58,,
4/6/19,Visa Purchase                 31May Redfern And Co Opera Redfern,-17.0,Expense,17.0,0.0,799.7,,
4/6/19,Eftpos Purchase               04Jun21:24 Woolworths      1474  Redfern      Nswau,-43.71,Personal - Groceries,43.71,0.0,816.7,,
4/6/19,Eftpos Purchase               04Jun11:34 Woolworths      1474  Redfern      Nswau,-123.59,Personal - Groceries,123.59,0.0,860.41,,
4/6/19,Eftpos Purchase               04Jun10:02 Dan Murphy's    1879  Alexandria   Nswau,-152.35,Personal - Alcohol,152.35,0.0,984.0,,
4/6/19,Internet Deposit              04Jun10:01 Greenups Dan Murphy,1000.0,Account Transfer (In),0.0,1000.0,1136.35,,
4/6/19,Eftpos Purchase               04Jun08:59 Campos                Alexandria   Nswau,-19.5,Expense - General (GST Free),19.5,0.0,136.35,,
3/6/19,Visa Purchase                 31May Paypal *Sam Harris   402935773,-6.01,Expense - Subscriptions & Software Licences,6.01,0.0,155.85,,
3/6/19,Eftpos Purchase               03Jun17:33 Omafiets Dutch Bicycl Redfern      Nswau,-320.0,Expense - Travel,320.0,0.0,161.86,,
1/6/19,Visa Purchase                 30May Amnesty Internationa Chippenda,-100.0,Donation,100.0,0.0,481.86,,
1/6/19,Visa Purchase                 30May Woolworths      1474 Redfern,-44.81,Personal - Groceries,44.81,0.0,581.86,,
1/6/19,Visa Purchase                 31May Cancer Council Nsw   Woolloomo,-30.0,Donation,30.0,0.0,626.67,,
30/5/19,Visa Purchase                 28May Airsorted            Sydney,-123.99,Expense - Cleaners,123.99,0.0,656.67,,
30/5/19,Visa Purchase                 28May Police Citizens Yout Redfern,-20.0,Personal - Family,20.0,0.0,780.66,,
30/5/19,Visa Purchase                 28May Spotify P0B13313A1   Sydney,-11.99,Expense - Subscriptions & Software Licences,11.99,0.0,800.66,,
30/5/19,Foreign Currency Conversn Fee,-0.3,Fees,0.3,0.0,812.65,,
30/5/19,Visa Purchase O/Seas          28May Usd7.00 Github.Com,-10.13,Expense - Subscriptions & Software Licences,10.13,0.0,812.95,,
28/5/19,Visa Purchase                 25May Airsorted            Whalan,-126.96,Expense - Cleaners,126.96,0.0,823.08,,
28/5/19,Visa Purchase                 24May Twg At Concert Hall  Sydney,-89.32,Personal - Entertainment,89.32,0.0,950.04,,
28/5/19,Visa Purchase                 24May Twg At Concert Hall  Sydney,-50.75,Personal - Entertainment,50.75,0.0,1039.36,,
28/5/19,Visa Purchase                 24May Twg At Concert Hall  Sydney,-20.3,Personal - Entertainment,20.3,0.0,1090.11,,
28/5/19,Visa Purchase                 24May Twg At Concert Hall  Sydney,-10.15,Personal - Entertainment,10.15,0.0,1110.41,,
28/5/19,Eftpos Purchase               28May19:26 Woolworths      1474  Redfern      Nswau,-56.02,Personal - Groceries,56.02,0.0,1120.56,,
28/5/19,Eftpos Purchase               28May11:03 Omafiets Dutch Bicycl Redfern      Nswau,-212.84,Expense - Travel,212.84,0.0,1176.58,,
28/5/19,Internet Deposit              28May11:02 From 0000447275967,1000.0,Account Transfer (In),0.0,1000.0,1389.42,,
27/5/19,Visa Purchase                 25May Msft * E07008Bvel    Sydney,-22.77,Expense - Subscriptions & Software Licences,22.77,0.0,389.42,,
27/5/19,Eftpos Purchase               26May18:12 Woolworths      1474  Redfern      Nswau,-22.65,Personal - Groceries,22.65,0.0,412.19,,
24/5/19,Visa Purchase                 22May Airsorted            Coogee,-128.46,Expense - Cleaners,128.46,0.0,434.84,,
24/5/19,Visa Purchase                 22May Airsorted            Campsie,-127.48,Expense - Cleaners,127.48,0.0,563.3,,
24/5/19,Visa Purchase                 22May Paypal *Linkedin     402935773,-39.99,Expense - Subscriptions & Software Licences,39.99,0.0,690.78,,
24/5/19,Eftpos Purchase               24May18:38 Opera Bar             Sydney       Nswau,-27.0,Personal - Entertainment,27.0,0.0,730.77,,
23/5/19,Visa Purchase                 21May Paypal *1414732729   402935773,-453.0,Expense - Phone & Internet,453.0,0.0,757.77,,
22/5/19,Visa Purchase                 21May Woolworths      1474 Redfern,-54.61,Personal - Groceries,54.61,0.0,1210.77,,
22/5/19,Visa Purchase                 20May Paypal *Netflix.Com  402-935-7,-19.61,Expense - Subscriptions & Software Licences,19.61,0.0,1265.38,,
22/5/19,Eftpos Purchase               22May07:51 Woolworths      1474  Redfern      Nswau,-43.81,Personal - Groceries,43.81,0.0,1284.99,,
21/5/19,Internet Deposit              21May08:53 Tfr4 Hosking Cleaners,200.0,Account Transfer (In),0.0,200.0,1328.8,,
20/5/19,Internet Deposit              20May08:50 Tfr 2 Visa,1000.0,Account Transfer (In),0.0,1000.0,1128.8,,
20/5/19,Internet Withdrawal           20May08:50 Tfr 2 Me Loan,-1000.0,Mortgage,1000.0,0.0,128.8,,
20/5/19,Internet Withdrawal           20May08:49 Tfr 2 Me Offset,-1000.0,Account Transfer (Out),1000.0,0.0,1128.8,,
20/5/19,Internet Deposit              20May08:48 Tfr 2 Me Bank,2000.0,Account Transfer (In),0.0,2000.0,2128.8,,
16/5/19,Visa Purchase                 15May Gogetcarshare        130076938,-8.0,Expense - Travel,8.0,0.0,128.8,,
9/5/19,Foreign Currency Conversn Fee,-0.64,Fees,0.64,0.0,136.8,,
9/5/19,Visa Purchase O/Seas          07May Usd14.95 Audible Us*Mn1Jq8Zl1,-21.42,Expense - Subscriptions & Software Licences,21.42,0.0,137.44,,
4/5/19,Visa Purchase                 02May Amnesty Internationa Chippenda,-100.0,Donation,100.0,0.0,158.86,,
2/5/19,Visa Purchase                 30Apr Paypal *Sam Harris   402935773,-5.89,Expense - Subscriptions & Software Licences,5.89,0.0,258.86,,
1/5/19,Visa Purchase                 30Apr Cancer Council Nsw   Woolloomo,-30.0,Donation,30.0,0.0,264.75,,
30/4/19,Visa Purchase                 28Apr Spotify P0A9A5F824   Sydney,-11.99,Expense - Subscriptions & Software Licences,11.99,0.0,294.75,,
30/4/19,Foreign Currency Conversn Fee,-0.3,Fees,0.3,0.0,306.74,,
30/4/19,Visa Purchase O/Seas          28Apr Usd7.00 Github.Com,-10.0,Expense - Subscriptions & Software Licences,10.0,0.0,307.04,,
26/4/19,Visa Purchase                 23Apr Rent A Space Moore P Moore Par,-356.5,Expense - Storage,356.5,0.0,317.04,,
24/4/19,Visa Purchase                 22Apr Paypal *Linkedin     402935773,-39.99,Expense - Subscriptions & Software Licences,39.99,0.0,673.54,,
23/4/19,Internet Deposit              20Apr23:20 For Jane Storage,700.0,Account Transfer (In),0.0,700.0,713.53,,
13/4/19,Visa Purchase                 11Apr Apple Pty Limited    Sydney,-14.99,Expense - Subscriptions & Software Licences,14.99,0.0,13.53,,
12/4/19,Visa Purchase                 10Apr Gogetcarshare        130076938,-37.2,Expense - Travel,37.2,0.0,28.52,,
12/4/19,Visa Purchase                 10Apr Gogetcarshare        130076938,-12.4,Expense - Travel,12.4,0.0,65.72,,
9/4/19,Foreign Currency Conversn Fee,-0.63,Fees,0.63,0.0,78.12,,
9/4/19,Visa Purchase O/Seas          07Apr Usd14.95 Audible Us*Mw19G09A0,-21.09,Expense - Subscriptions & Software Licences,21.09,0.0,78.75,,
9/4/19,Visa Purchase                 07Apr Audible Australia    Melbourne,-16.45,Expense - Subscriptions & Software Licences,16.45,0.0,99.84,,
8/4/19,Atm Withdrawal                08Apr13:44 Cba Atm  300Elizabeth C Nsw 203303   Aus,-100.0,Personal - Cash Out,100.0,0.0,116.29,,
8/4/19,Eftpos Purchase               07Apr17:32 Acre Farm And Eatery  Camperdown   Nswau,-34.0,Personal - Entertainment,34.0,0.0,216.29,,
6/4/19,Visa Purchase                 04Apr Amnesty Internationa Chippenda,-100.0,Donation,100.0,0.0,250.29,,
6/4/19,Eftpos Purchase               06Apr11:57 Breadfern Pty Ltd     Redfern      Nswau,-13.8,Personal - Groceries,13.8,0.0,350.29,,
5/4/19,Visa Purchase                 03Apr Lime                 888546334,-4.3,Expense - Travel,4.3,0.0,364.09,,
5/4/19,Visa Purchase                 03Apr Lime                 Httpswww.,-2.8,Expense - Travel,2.8,0.0,368.39,,
5/4/19,Visa Purchase                 03Apr Neutron Holdings Inc Httpswww.,-2.5,Expense - Travel,2.5,0.0,371.19,,
4/4/19,Visa Purchase                 02Apr Google*Gsuite Greenh Cc Google,-16.5,Expense - Subscriptions & Software Licences,16.5,0.0,373.69,,
3/4/19,Eftpos Purchase               03Apr21:37 Black Sheep Bar    \Newtown           Au,-24.0,Personal - Entertainment,24.0,0.0,390.19,,
2/4/19,Visa Purchase                 31Mar Cancer Council Nsw   Woolloomo,-30.0,Donation,30.0,0.0,414.19,,
2/4/19,Visa Purchase                 31Mar Paypal *Sam Harris   402935773,-5.86,Expense - Subscriptions & Software Licences,5.86,0.0,444.19,,
2/4/19,Eftpos Purchase               02Apr14:45 Wolesley Mgt Pty Ltd  Ultimo       Nswau,-15.8,Personal - Alcohol,15.8,0.0,450.05,,
2/4/19,Eftpos Purchase               02Apr14:03 Wolesley Mgt Pty Ltd  Ultimo       Nswau,-15.8,Personal - Alcohol,15.8,0.0,465.85,,
1/4/19,Visa Purchase                 30Mar Omafiets Dutch Bicyc Redfern,-30.0,Expense - Travel,30.0,0.0,481.65,,
1/4/19,Visa Purchase                 29Mar The Eveleigh Hotel   Redfern,-27.61,Personal - Entertainment,27.61,0.0,511.65,,
30/3/19,Credit Interest,0.02,Fees,0.0,0.02,539.26,,
30/3/19,Visa Purchase                 28Mar Spotify P0A2354E57   Sydney,-11.99,Expense - Subscriptions & Software Licences,11.99,0.0,539.24,,
30/3/19,Foreign Currency Conversn Fee,-0.29,Fees,0.29,0.0,551.23,,
30/3/19,Visa Purchase O/Seas          28Mar Usd7.00 Github.Com,-9.91,Expense - Subscriptions & Software Licences,9.91,0.0,551.52,,
30/3/19,Eftpos Purchase               30Mar02:07 Gm Cabs Pty Ltd       Mascot       Nswau,-14.91,Expense - Travel - Taxis,14.91,0.0,561.43,,
30/3/19,Eftpos Purchase               30Mar01:39 Sly Hotel Pty Ltd     Enmore       Nswau,-39.0,Personal - Entertainment,39.0,0.0,576.34,,
30/3/19,Eftpos Purchase               29Mar23:31 Freda's               Chippendale  Nswau,-18.27,Personal - Drinking Out,18.27,0.0,615.34,,
29/3/19,Visa Purchase                 27Mar Lime Apple 1327753   Alexandri,-14.39,Expense - Travel,14.39,0.0,633.61,,
29/3/19,Visa Purchase                 27Mar Leichhardt Municipal Leichhard,-3.5,Expense - Travel,3.5,0.0,648.0,,
29/3/19,Eftpos Purchase               29Mar21:28 Cake Wines Pty Ltd    Redfern      Nswau,-27.0,Personal - Drinking Out,27.0,0.0,651.5,,
28/3/19,Visa Purchase                 27Mar Cityofsydney Parking Sydney,-4.9,Expense - Travel,4.9,0.0,678.5,,
25/3/19,Visa Purchase                 22Mar Paypal *Linkedin     402935773,-39.99,Expense - Subscriptions & Software Licences,39.99,0.0,683.4,,
22/3/19,Visa Purchase                 20Mar Paypal *Netflix.Com  402-935-7,-16.07,Expense - Subscriptions & Software Licences,16.07,0.0,723.39,,
15/3/19,Visa Purchase                 13Mar Gogetcarshare        130076938,-18.8,Expense - Travel,18.8,0.0,739.46,,
13/3/19,Visa Purchase                 11Mar Apple Pty Limited    Sydney,-14.99,Expense - Subscriptions & Software Licences,14.99,0.0,758.26,,
12/3/19,Visa Purchase                 10Mar Rent A Space Moore P Moore Par,-326.5,Expense - Storage,326.5,0.0,773.25,,
12/3/19,Atm Withdrawal                12Mar14:50 St.George Bank        Darlinghurst 2  Au,-60.0,Personal - Cash Out,60.0,0.0,1099.75,,
9/3/19,Visa Purchase                 07Mar Amnesty Internationa Chippenda,-100.0,Donation,100.0,0.0,1159.75,,
9/3/19,Foreign Currency Conversn Fee,-0.64,Fees,0.64,0.0,1259.75,,
9/3/19,Visa Purchase O/Seas          07Mar Usd14.95 Audible Us*Mi5Rt1Ie0,-21.35,Expense - Subscriptions & Software Licences,21.35,0.0,1260.39,,
9/3/19,Visa Purchase                 07Mar Audible Australia    Melbourne,-16.45,Expense - Subscriptions & Software Licences,16.45,0.0,1281.74,,
5/3/19,Visa Purchase                 02Mar Google*Gsuite Greenh Cc Google,-16.5,Expense - Subscriptions & Software Licences,16.5,0.0,1298.19,,
4/3/19,Foreign Currency Conversn Fee,-0.29,Fees,0.29,0.0,1314.69,,
4/3/19,Visa Purchase O/Seas          01Mar Usd7.00 Github.Com,-9.9,Expense - Subscriptions & Software Licences,9.9,0.0,1314.98,,
2/3/19,Visa Purchase                 28Feb Spotify P09B268Aee   Sydney,-11.99,Expense - Subscriptions & Software Licences,11.99,0.0,1324.88,,
2/3/19,Visa Purchase                 28Feb Paypal *Sam Harris   402935773,-5.81,Expense - Subscriptions & Software Licences,5.81,0.0,1336.87,,
1/3/19,Visa Purchase                 28Feb Cancer Council Nsw   Woolloomo,-30.0,Donation,30.0,0.0,1342.68,,
26/2/19,Visa Purchase                 22Feb Paypal *Linkedin     402935773,-39.99,Expense - Subscriptions & Software Licences,39.99,0.0,1372.68,,
26/2/19,Atm Withdrawal -Wbc           26Feb14:30 Westpac               Redfern      2  Au,-50.0,Personal - Cash Out,50.0,0.0,1412.67,,
23/2/19,Internet Deposit              23Feb13:20 Tfr4 Dvd Internet Setup,1000.0,Account Transfer (In),0.0,1000.0,1462.67,,
22/2/19,Visa Purchase                 20Feb Paypal *Netflix.Com  402-935-7,-16.03,Expense - Subscriptions & Software Licences,16.03,0.0,462.67,,
21/2/19,Visa Purchase                 20Feb Gogetcarshare        130076938,-62.0,Expense - Travel,62.0,0.0,478.7,,
21/2/19,Visa Purchase                 20Feb Gogetcarshare        130076938,-12.4,Expense - Travel,12.4,0.0,540.7,,
21/2/19,Visa Purchase                 20Feb Gogetcarshare        130076938,-12.4,Expense - Travel,12.4,0.0,553.1,,
21/2/19,Visa Purchase                 20Feb Gogetcarshare        130076938,-12.4,Expense - Travel,12.4,0.0,565.5,,
21/2/19,Visa Purchase                 20Feb Gogetcarshare        130076938,-2.68,Expense - Travel,2.68,0.0,577.9,,
18/2/19,Atm Withdrawal -Wbc           16Feb20:57 Westpac               Redfern      2  Au,-200.0,Personal - Cash Out,200.0,0.0,580.58,,
16/2/19,Visa Purchase                 14Feb Gogetcarshare        130076938,-51.21,Expense - Travel,51.21,0.0,780.58,,
15/2/19,Visa Purchase                 14Feb Gogetcarshare        130076938,-18.61,Expense - Travel,18.61,0.0,831.79,,
14/2/19,Visa Purchase                 11Feb Apple Pty Limited    Sydney,-14.99,Expense - Subscriptions & Software Licences,14.99,0.0,850.4,,
12/2/19,Visa Purchase                 10Feb Rent A Space Moore P Moore Par,-306.0,Expense - Storage,306.0,0.0,865.39,,
9/2/19,Visa Purchase                 07Feb Amnesty Internationa Chippenda,-100.0,Donation,100.0,0.0,1171.39,,
9/2/19,Foreign Currency Conversn Fee,-0.63,Fees,0.63,0.0,1271.39,,
9/2/19,Visa Purchase O/Seas          07Feb Usd14.95 Audible Us,-21.1,Expense - Subscriptions & Software Licences,21.1,0.0,1272.02,,
9/2/19,Visa Purchase                 07Feb Audible Australia    Melbourne,-16.45,Expense - Subscriptions & Software Licences,16.45,0.0,1293.12,,
5/2/19,Visa Purchase                 04Feb Gogetcarshare        130076938,-49.6,Expense - Travel,49.6,0.0,1309.57,,
5/2/19,Visa Purchase                 04Feb Gogetcarshare        130076938,-12.4,Expense - Travel,12.4,0.0,1359.17,,
5/2/19,Visa Purchase                 04Feb Gogetcarshare        130076938,-6.21,Expense - Travel,6.21,0.0,1371.57,,
4/2/19,Visa Purchase                 01Feb Google*Gsuite Greenh Cc Google,-16.5,Expense - Subscriptions & Software Licences,16.5,0.0,1377.78,,
1/2/19,Visa Purchase                 31Jan Cancer Council Nsw   Woolloomo,-30.0,Donation,30.0,0.0,1394.28,,
31/1/19,Visa Purchase                 29Jan Paypal *Sam Harris   402935773,-5.79,Expense - Subscriptions & Software Licences,5.79,0.0,1424.28,,
30/1/19,Visa Purchase                 29Jan Gogetcarshare        130076938,-102.75,Expense - Travel,102.75,0.0,1430.07,,
30/1/19,Visa Purchase                 28Jan Spotify P09434C1D9   Sydney,-11.99,Expense - Subscriptions & Software Licences,11.99,0.0,1532.82,,
30/1/19,Foreign Currency Conversn Fee,-0.29,Fees,0.29,0.0,1544.81,,
30/1/19,Visa Purchase O/Seas          28Jan Usd7.00 Github.Com,-9.78,Expense - Subscriptions & Software Licences,9.78,0.0,1545.1,,
25/1/19,Visa Purchase                 24Jan Gogetcarshare        130076938,-96.59,Expense - Travel,96.59,0.0,1554.88,,
25/1/19,Atm Withdrawal                25Jan13:37 St.George Bank        Darlinghurst 2  Au,-200.0,Personal - Cash Out,200.0,0.0,1651.47,,
24/1/19,Visa Purchase                 22Jan Paypal *Linkedin     402935773,-39.99,Expense - Subscriptions & Software Licences,39.99,0.0,1851.47,,
24/1/19,Internet Deposit              24Jan15:33 Repay4 Iphone8Plus 23Nov,1167.0,Asset Purchase,0.0,1167.0,1891.46,,
22/1/19,Visa Purchase                 19Jan Rent A Space Moore P Moore Par,-347.0,Expense - Storage,347.0,0.0,724.46,,
22/1/19,Visa Purchase                 20Jan Paypal *Netflix.Com  402-935-7,-15.9,Expense - Subscriptions & Software Licences,15.9,0.0,1071.46,,
18/1/19,Internet Deposit              18Jan16:58 Tfr4Bills,1000.0,Account Transfer (In),0.0,1000.0,1087.36,,
15/1/19,Visa Purchase                 11Jan Apple Pty Limited    Sydney,-14.99,Expense - Subscriptions & Software Licences,14.99,0.0,87.36,,
12/1/19,Visa Purchase                 10Jan Amnesty Internationa Chippenda,-100.0,Donation,100.0,0.0,102.35,,
11/1/19,Visa Purchase                 10Jan Uber   *Trip 4J6Mf   Help.Uber,-18.17,Expense - Travel - Taxis,18.17,0.0,202.35,,
9/1/19,Visa Purchase                 08Jan Uber   *Trip 3Pwxi   Help.Uber,-26.83,Expense - Travel - Taxis,26.83,0.0,220.52,,
9/1/19,Foreign Currency Conversn Fee,-0.63,Fees,0.63,0.0,247.35,,
9/1/19,Visa Purchase O/Seas          07Jan Usd14.95 Audible Us,-21.03,Expense - Subscriptions & Software Licences,21.03,0.0,247.98,,
9/1/19,Visa Purchase                 07Jan Audible Australia    Melbourne,-16.45,Expense - Subscriptions & Software Licences,16.45,0.0,269.01,,
9/1/19,Tfr Wdl BPAY Internet         09Jan11:47 4724373520150622    Virgin Money,-4000.0,Expense - Credit Card Repayment (Virgin Money),4000.0,0.0,285.46,,
9/1/19,Internet Deposit              09Jan11:28 From 0000447275967,3000.0,Account Transfer (In),0.0,3000.0,4285.46,,
8/1/19,Visa Purchase                 06Jan Uber Trip A7Q4O Help Sydney,-37.59,Expense - Travel - Taxis,37.59,0.0,1285.46,,
8/1/19,Visa Purchase                 06Jan Uber   *Trip V5Rwb   Help.Uber,-26.08,Expense - Travel - Taxis,26.08,0.0,1323.05,,
8/1/19,Visa Purchase                 06Jan Uber   *Trip 6Zm5Z   Help.Uber,-13.55,Expense - Travel - Taxis,13.55,0.0,1349.13,,
5/1/19,Internet Withdrawal           05Jan09:48 Xmas Present For Jane.,-55.0,Personal - Jane,55.0,0.0,1362.68,,
3/1/19,Visa Purchase                 01Jan Google*Gsuite Greenh Cc Google,-16.5,Expense - Subscriptions & Software Licences,16.5,0.0,1417.68,,
2/1/19,Foreign Currency Conversn Fee,-3.84,Fees,3.84,0.0,1434.18,,
2/1/19,Visa Purchase O/Seas          29Dec Usd89.94 Meetup Org Ultd 6M,-128.05,Expense - Subscriptions & Software Licences,128.05,0.0,1438.02,,
2/1/19,Visa Purchase                 31Dec Cancer Council Nsw   Woolloomo,-30.0,Donation,30.0,0.0,1566.07,,
2/1/19,Visa Purchase                 29Dec Paypal *Sam Harris   402935773,-5.9,Expense - Subscriptions & Software Licences,5.9,0.0,1596.07,,
31/12/18,Credit Interest,0.03,Fees,0.0,0.03,1601.97,,
31/12/18,Visa Purchase                 28Dec Rent A Space Moore P Moore Par,-377.0,Expense - Storage,377.0,0.0,1601.94,,
31/12/18,Visa Purchase                 28Dec Spotify P08Da6697C   Sydney,-11.99,Expense - Subscriptions & Software Licences,11.99,0.0,1978.94,,
31/12/18,Foreign Currency Conversn Fee,-0.29,Fees,0.29,0.0,1990.93,,
31/12/18,Visa Purchase O/Seas          28Dec Usd7.00 Github.Com,-9.97,Expense - Subscriptions & Software Licences,9.97,0.0,1991.22,,
28/12/18,Internet Deposit              27Dec22:28 Tfr 4 Nye Lyfe,2000.0,Account Transfer (In),0.0,2000.0,2001.19,,
18/12/18,Visa Purchase                 16Dec Uber   *Trip T5Tly   Help.Uber,-12.38,Expense - Travel - Taxis,12.38,0.0,1.19,,
15/12/18,Visa Purchase                 13Dec Amnesty Internationa Chippenda,-100.0,Donation,100.0,0.0,13.57,,
14/12/18,Visa Purchase                 11Dec Apple Pty Limited    Sydney,-14.99,Expense - Subscriptions & Software Licences,14.99,0.0,113.57,,
11/12/18,Foreign Currency Conversn Fee,-0.62,Fees,0.62,0.0,128.56,,
11/12/18,Visa Purchase O/Seas          07Dec Usd14.95 Audible Us,-20.78,Expense - Subscriptions & Software Licences,20.78,0.0,129.18,,
10/12/18,Visa Purchase                 07Dec Audible Australia    Melbourne,-16.45,Expense - Subscriptions & Software Licences,16.45,0.0,149.96,,
4/12/18,Visa Purchase                 02Dec Google*Gsuite Greenh Cc Google,-16.5,Expense - Subscriptions & Software Licences,16.5,0.0,166.41,,
1/12/18,Visa Purchase                 30Nov Cancer Council Nsw   Woolloomo,-30.0,Donation,30.0,0.0,182.91,,
1/12/18,Visa Purchase                 29Nov Paypal *Sam Harris   402935773,-5.74,Expense - Professional Development,5.74,0.0,212.91,,
30/11/18,Visa Purchase                 28Nov Spotify P086Ea774F   Sydney,-11.99,Expense - Subscriptions & Software Licences,11.99,0.0,218.65,,
30/11/18,Foreign Currency Conversn Fee,-0.29,Fees,0.29,0.0,230.64,,
30/11/18,Visa Purchase O/Seas          28Nov Usd7.00 Github.Com,-9.7,Expense - Subscriptions & Software Licences,9.7,0.0,230.93,,
29/11/18,Visa Purchase                 28Nov Uber   *Trip Iogf6   Help.Uber,-17.87,Expense - Travel - Taxis,17.87,0.0,240.63,,
27/11/18,Visa Purchase                 24Nov Gogetcarshare        130076938,-33.0,Expense - Travel,33.0,0.0,258.5,,
24/11/18,Visa Purchase                 22Nov Paypal *Linkedin     402935773,-39.99,Expense - Subscriptions & Software Licences,39.99,0.0,291.5,,
22/11/18,Visa Purchase                 20Nov Paypal *Netflix.Com  402-935-7,-15.65,Expense - Subscriptions & Software Licences,15.65,0.0,331.49,,
21/11/18,Foreign Currency Conversn Fee,-2.06,Fees,2.06,0.0,347.14,,
21/11/18,Visa Purchase O/Seas          19Nov Usd50.00 Mailchimp   *Monthly,-68.73,Expense - Subscriptions & Software Licences,68.73,0.0,349.2,,
17/11/18,Visa Purchase                 15Nov Amnesty Internationa Chippenda,-100.0,Donation,100.0,0.0,417.93,,
17/11/18,Internet Withdrawal           17Nov21:27 Inv 0016,-175.0,Expense - Admin Services,175.0,0.0,517.93,,
16/11/18,Cardless Atm Withdrawal       16Nov13:40 St.George Bank        Sydney       2  Au,-50.0,Personal - Cash Out,50.0,0.0,692.93,,
15/11/18,Visa Purchase                 12Nov Paypal *Aussie Tech  402935773,-24.28,Expense - Office IT,24.28,0.0,742.93,,
15/11/18,Visa Purchase                 14Nov Uber Trip Uw2Us Help Sydney,-18.09,Expense - Travel - Taxis,18.09,0.0,767.21,,
15/11/18,Visa Purchase                 12Nov Apple Itunes Store   Sydney,-14.99,Expense - Subscriptions & Software Licences,14.99,0.0,785.3,,
13/11/18,Visa Purchase                 10Nov Rent A Space Moore P Moore Par,-329.0,Expense - Storage,329.0,0.0,800.29,,
13/11/18,Visa Purchase                 11Nov Uber   *Trip Njttv   Help.Uber,-24.98,Expense - Travel - Taxis,24.98,0.0,1129.29,,
13/11/18,Visa Purchase                 10Nov Uber   *Trip X44Ct   Help.Uber,-17.34,Expense - Travel - Taxis,17.34,0.0,1154.27,,
10/11/18,Atm Withdrawal                10Nov17:16 Cba Atm  Elizabeth St   Nsw 203399   Aus,-200.0,Personal - Cash Out,200.0,0.0,1171.61,,
